uniqueID,spectrumID,name,asteroid classes,slope,sampleID,pca_1,pca_2,pca_3,pca_4,pca_5,General Type,Type 1,subtype,metbull type,clan subtype,class subtype
MB-TXH-067-F-CFMB67,CFMB67,EETA79002,V-type,-0.2016,MB-TXH-067-F,-0.4496,1.1743,-0.4272,-0.1654,0.1000,Rock,Achondrite,Basaltic HED Diogenite,Diogenite,HED,HED
MB-TXH-068-A-CAMB68,CAMB68,EET 87503,R-type,0.0292,MB-TXH-068-A,-0.2096,0.5675,-0.0687,0.0339,0.0114,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-A-LAMB68A,LAMB68A,EET 87503,R-type,0.0292,MB-TXH-068-A,-0.2096,0.5675,-0.0687,0.0339,0.0114,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-A-NCMB68A,NCMB68A,EET 87503,R-type,0.0292,MB-TXH-068-A,-0.2096,0.5675,-0.0687,0.0339,0.0114,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-AP-BKR1MB068AP,BKR1MB068AP,EET 87503,R-type,-0.1046,MB-TXH-068-AP,-0.1631,0.4686,-0.1294,0.0383,-0.0275,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-AP-C1MB68AP,C1MB68AP,EET 87503,R-type,-0.1041,MB-TXH-068-AP,-0.1631,0.4753,-0.1287,0.0361,-0.0227,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-B-CBMB68,CBMB68,EET 87503,V-type,-0.0091,MB-TXH-068-B,-0.1332,0.7995,-0.0977,0.0296,-0.0043,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-C-CCMB68,CCMB68,EET 87503,V-type,-0.0931,MB-TXH-068-C,-0.2666,1.0353,-0.1458,-0.0177,-0.0522,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-CEMB68,CEMB68,EET 87503,V-type,-0.1882,MB-TXH-068,-0.3611,0.8991,-0.1508,0.0047,-0.0407,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-CGMB68,CGMB68,EET 87503,R-type,0.0588,MB-TXH-068,0.1195,0.3783,-0.0561,0.0444,0.0250,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-CHMB68,CHMB68,EET 87503,V-type,0.0154,MB-TXH-068,-0.0123,0.7006,-0.0647,0.0550,-0.0017,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-D-CDMB68,CDMB68,EET 87503,V-type,-0.1440,MB-TXH-068-D,-0.2614,1.0480,-0.1437,0.0320,-0.0550,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-068-F-CFMB68,CFMB68,EET 87503,V-type,-0.2170,MB-TXH-068-F,-0.2405,0.8089,-0.1689,-0.0030,-0.0456,Rock,Achondrite,Basaltic HED Howardite,Howardite,HED,HED
MB-TXH-069-A-C3MB69,C3MB69,Millbillillie,V-type,0.0207,MB-TXH-069-A,-0.2303,0.8158,0.0456,0.1498,-0.0512,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-069-A-CAMB69,CAMB69,Millbillillie,V-type,-0.0024,MB-TXH-069-A,-0.3068,0.7972,0.0268,0.1419,-0.0319,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-069-A-LAMB69A,LAMB69A,Millbillillie,V-type,-0.0023,MB-TXH-069-A,-0.3069,0.7973,0.0267,0.1417,-0.0321,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-069-B-CBMB69,CBMB69,Millbillillie,V-type,-0.0649,MB-TXH-069-B,-0.3065,1.2555,0.0952,0.2012,-0.0913,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-069-C-CCMB69,CCMB69,Millbillillie,V-type,-0.0902,MB-TXH-069-C,-0.2396,1.3285,0.0943,0.2074,-0.1322,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-069-C1MB69,C1MB69,Millbillillie,V-type,-0.1880,MB-TXH-069,-0.6094,1.0358,0.0143,0.1102,-0.0540,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-069-C2MB69,C2MB69,Millbillillie,V-type,-0.1934,MB-TXH-069,-0.7420,1.0545,0.0309,0.0826,-0.0361,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-069-D-CDMB69,CDMB69,Millbillillie,V-type,-0.1423,MB-TXH-069-D,-0.2496,1.3341,0.0820,0.2112,-0.1521,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-070-A-CAMB70,CAMB70,Juvinas,V-type,0.0236,MB-TXH-070-A,0.0275,0.8027,0.0207,0.1314,-0.0413,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-070-B-CBMB70,CBMB70,Juvinas,V-type,0.0152,MB-TXH-070-B,0.6490,1.2904,0.1566,0.2899,-0.1673,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-070-C-CCMB70,CCMB70,Juvinas,V-type,-0.0014,MB-TXH-070-C,1.1513,1.4940,0.2294,0.4366,-0.2583,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-070-C1MB70,C1MB70,Juvinas,V-type,-0.1124,MB-TXH-070,0.3193,1.2891,0.1314,0.3302,-0.1699,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-070-C2MB70,C2MB70,Juvinas,V-type,-0.1237,MB-TXH-070,0.3117,1.2659,0.1423,0.2680,-0.1631,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-070-D-CDMB70,CDMB70,Juvinas,V-type,-0.0399,MB-TXH-070-D,1.4082,1.5454,0.2544,0.5501,-0.3127,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-070-E-CEMB70,CEMB70,Juvinas,V-type,-0.0902,MB-TXH-070-E,1.1084,1.4470,0.2278,0.5152,-0.2991,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-071-A-CAMB71,CAMB71,Y-74450,R-type,0.1344,MB-TXH-071-A,-0.0812,0.5082,0.0293,0.0152,-0.0204,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-pmict,HED,HED
MB-TXH-071-B-CBMB71,CBMB71,Y-74450,V-type,0.1215,MB-TXH-071-B,0.1414,0.9495,0.1050,-0.0140,-0.0826,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-pmict,HED,HED
MB-TXH-071-C-CCMB71,CCMB71,Y-74450,V-type,0.0320,MB-TXH-071-C,0.0686,1.1540,0.0737,-0.0167,-0.1308,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-pmict,HED,HED
MB-TXH-071-D-CDMB71,CDMB71,Y-74450,V-type,-0.0438,MB-TXH-071-D,0.2150,1.1491,0.0604,-0.0336,-0.1673,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-pmict,HED,HED
MB-TXH-072-A-CAMB72,CAMB72,ALHA78132,V-type,0.1004,MB-TXH-072-A,0.3465,0.6352,-0.0530,0.0432,-0.0041,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-pmict,HED,HED
MB-TXH-072-B-CBMB72,CBMB72,ALHA78132,V-type,0.0851,MB-TXH-072-B,0.8448,1.1666,-0.0045,0.0896,-0.0665,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-pmict,HED,HED
MB-TXH-072-C-CCMB72,CCMB72,ALHA78132,V-type,0.0278,MB-TXH-072-C,1.0688,1.3993,-0.0162,0.0968,-0.1376,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-pmict,HED,HED
MB-TXH-073-A-CAMB73,CAMB73,Y-74013,V-type,0.0067,MB-TXH-073-A,-0.2168,0.6960,-0.1443,-0.0973,0.1782,Rock,Achondrite,Basaltic HED Diogenite,Diogenite,HED,HED
MB-TXH-073-B-CBMB73,CBMB73,Y-74013,V-type,-0.0316,MB-TXH-073-B,-0.5040,1.2791,-0.3104,-0.1888,0.2219,Rock,Achondrite,Basaltic HED Diogenite,Diogenite,HED,HED
MB-TXH-074-A-CAMB74,CAMB74,Y-75032,V-type,0.0905,MB-TXH-074-A,-0.3701,0.9364,-0.1265,-0.0211,0.0641,Rock,Achondrite,Basaltic HED Diogenite,Diogenite,HED,HED
MB-TXH-074-B-CBMB74,CBMB74,Y-75032,V-type,0.0699,MB-TXH-074-B,-0.4572,1.4563,-0.1754,-0.1132,0.0416,Rock,Achondrite,Basaltic HED Diogenite,Diogenite,HED,HED
MB-TXH-075-C1MB75,C1MB75,Y-74642,K-type__Xe-type,0.3584,MB-TXH-075,-0.2179,-0.1352,0.0641,-0.0806,0.1400,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
MB-TXH-075-NCMB75,NCMB75,Y-74642,K-type__Xe-type,0.3582,MB-TXH-075,-0.2174,-0.1357,0.0644,-0.0801,0.1405,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
MB-TXH-076-C1MB76,C1MB76,Y-74662,K-type__Xe-type,0.2570,MB-TXH-076,-0.2660,-0.1001,-0.0511,-0.0027,0.1162,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
MB-TXH-076-NCMB76,NCMB76,Y-74662,K-type__Xe-type,0.2568,MB-TXH-076,-0.2656,-0.1005,-0.0508,-0.0023,0.1166,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
MB-TXH-077-C1MB77,C1MB77,Y-693,K-type__Xe-type,-0.0565,MB-TXH-077,-0.7069,0.0268,-0.0027,-0.1205,0.0133,Rock,Carbonaceous Chondrite,CK4,CK4/5,CV-CK,CC
MB-TXH-077-LMMB77,LMMB77,Y-693,K-type__Xe-type,-0.0569,MB-TXH-077,-0.6221,-0.0281,-0.0248,-0.1093,-0.0309,Rock,Carbonaceous Chondrite,CK4,CK4/5,CV-CK,CC
MB-TXH-077-NCMB77,NCMB77,Y-693,K-type__Xe-type,-0.0573,MB-TXH-077,-0.7068,0.0264,-0.0061,-0.1143,0.0034,Rock,Carbonaceous Chondrite,CK4,CK4/5,CV-CK,CC
MB-TXH-078-1-C1MB78,C1MB78,ALH 84028,K-type__Xe-type,0.0119,MB-TXH-078-1,-0.3204,-0.0618,-0.0351,-0.0001,0.0018,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
MB-TXH-078-A-CAMB78,CAMB78,ALH84028,K-type__Xe-type,0.0535,MB-TXH-078-A,-0.3877,-0.0698,-0.0346,-0.0426,-0.0065,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
MB-TXH-078-B-CBMB78,CBMB78,ALH84028,K-type__Xe-type,-0.0222,MB-TXH-078-B,-0.2980,-0.0299,-0.0624,0.0064,-0.0123,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
MB-TXH-078-C-CCMB78,CCMB78,ALH84028,K-type__Xe-type,-0.0844,MB-TXH-078-C,-0.3464,-0.0126,-0.0670,-0.0087,-0.0063,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
MB-TXH-078-C2MB78,C2MB78,ALH 84028,K-type__Xe-type,-0.1235,MB-TXH-078,-0.3541,-0.0007,-0.0740,0.0299,0.0072,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
MB-TXH-078-D-CDMB78,CDMB78,ALH84028,K-type__Xe-type,-0.1120,MB-TXH-078-D,-0.2851,-0.0830,-0.0262,-0.0147,-0.0273,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
MB-TXH-079-C1MB79,C1MB79,ALH 83108,K-type__Xe-type,-0.0160,MB-TXH-079,-0.1149,-0.0704,0.0586,-0.1036,0.0002,Rock,Carbonaceous Chondrite,CO3,CO3.5,CM-CO,CC
MB-TXH-079-C2MB79,C2MB79,ALH 83108,Sq-type,-0.1848,MB-TXH-079,-0.4415,0.0679,0.0179,-0.1229,-0.0089,Rock,Carbonaceous Chondrite,CO3,CO3.5,CM-CO,CC
MB-TXH-080-C1MB80,C1MB80,ALHA77003,K-type__Xe-type,0.0364,MB-TXH-080,0.0136,-0.1530,0.0136,-0.1776,0.0342,Rock,Carbonaceous Chondrite,CO3,CO3.6,CM-CO,CC
MB-TXH-080-C2MB80,C2MB80,ALHA77003,K-type__Xe-type,-0.1258,MB-TXH-080,-0.1460,-0.1273,-0.0364,-0.1349,-0.0174,Rock,Carbonaceous Chondrite,CO3,CO3.6,CM-CO,CC
MB-TXH-081-A-CAMB81,CAMB81,ALH 85002,K-type__Xe-type,0.0309,MB-TXH-081-A,-0.5188,-0.0593,-0.0116,-0.0669,-0.0526,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
MB-TXH-081-B-CBMB81,CBMB81,ALH 85002,K-type__Xe-type,-0.0293,MB-TXH-081-B,-0.6968,-0.0182,-0.0671,-0.1184,-0.0673,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
MB-TXH-081-C-CCMB81,CCMB81,ALH 85002,B-type,-0.1044,MB-TXH-081-C,-1.1434,0.1963,-0.0583,-0.0919,-0.0175,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
MB-TXH-081-C1MB81,C1MB81,ALH 85002,K-type__Xe-type,-0.0276,MB-TXH-081,-0.6923,0.0413,-0.0478,-0.0448,-0.0192,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
MB-TXH-081-C2MB81,C2MB81,ALH 85002,K-type__Xe-type,-0.0861,MB-TXH-081,-0.7288,0.0866,-0.0549,-0.0214,0.0076,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
MB-TXH-081-D-CDMB81,CDMB81,ALH 85002,B-type,-0.1520,MB-TXH-081-D,-0.9870,0.1185,-0.1068,-0.1443,-0.0181,Rock,Carbonaceous Chondrite,CK4,CK4,CV-CK,CC
MB-TXH-082-C1MB82,C1MB82,EET 87747,L-type__Xe-type,0.2742,MB-TXH-082,0.7226,-0.4291,0.1044,-0.2706,0.1770,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
MB-TXH-082-C2MB82,C2MB82,EET 87747,K-type__Xe-type,0.0296,MB-TXH-082,0.0144,-0.1525,0.1196,-0.2247,0.0197,Rock,Carbonaceous Chondrite,CR2,CR2,CR,CC
MB-TXH-083-C1MB83,C1MB83,ALH 84096,Q-type,0.0173,MB-TXH-083,-0.5084,0.0995,-0.0361,-0.0400,0.0457,Rock,Ordinary Chondrite,LL6,LL6(?),H-L-LL,OC
MB-TXH-083-C2MB83,C2MB83,ALH 84096,B-type,-0.1056,MB-TXH-083,-0.5185,0.0324,-0.1163,-0.0401,-0.0246,Rock,Ordinary Chondrite,LL6,LL6(?),H-L-LL,OC
MB-TXH-084-A-CAMB84,CAMB84,Y-74191,S-type,0.1686,MB-TXH-084-A,-0.0034,0.0324,0.1606,-0.1590,0.1226,Rock,Ordinary Chondrite,L3,L3.7,H-L-LL,OC
MB-TXH-084-B-CBMB84,CBMB84,Y-74191,Sr-type,0.2128,MB-TXH-084-B,-0.1338,0.2769,0.2336,-0.1661,0.1191,Rock,Ordinary Chondrite,L3,L3.7,H-L-LL,OC
MB-TXH-084-C-CCMB84,CCMB84,Y-74191,Sr-type,0.1189,MB-TXH-084-C,-0.0649,0.2718,0.1525,-0.1721,0.0763,Rock,Ordinary Chondrite,L3,L3.7,H-L-LL,OC
MB-TXH-084-D-CDMB84,CDMB84,Y-74191,Sr-type,0.0203,MB-TXH-084-D,-0.0540,0.2161,0.0948,-0.1787,0.0431,Rock,Ordinary Chondrite,L3,L3.7,H-L-LL,OC
MB-TXH-085-A-CAMB85,CAMB85,Y-74646,Sq-type,0.1484,MB-TXH-085-A,-0.2290,0.0889,0.1231,-0.1103,0.0954,Rock,Ordinary Chondrite,LL6,LL6,H-L-LL,OC
MB-TXH-085-B-CBMB85,CBMB85,Y-74646,Q-type,0.1745,MB-TXH-085-B,-0.5870,0.3715,0.2675,-0.1572,0.1302,Rock,Ordinary Chondrite,LL6,LL6,H-L-LL,OC
MB-TXH-085-C-CCMB85,CCMB85,Y-74646,Q-type,0.1109,MB-TXH-085-C,-0.5232,0.3509,0.1969,-0.1211,0.0900,Rock,Ordinary Chondrite,LL6,LL6,H-L-LL,OC
MB-TXH-086-A-CAMB86,CAMB86,Y-74442,Q-type,0.1216,MB-TXH-086-A,-0.7218,0.3200,0.0869,-0.0355,0.0397,Rock,Ordinary Chondrite,LL4,LL4,H-L-LL,OC
MB-TXH-087-A-CAMB87,CAMB87,Y-74659,K-type__Xe-type,0.1152,MB-TXH-087-A,-0.1519,-0.1275,-0.0131,-0.2006,0.0866,Rock,Achondrite,Ureilite,Ureilite,URE,URE
MB-TXH-087-B-CBMB87,CBMB87,Y-74659,Sq-type,0.1747,MB-TXH-087-B,-0.3218,0.0415,-0.1010,-0.1129,0.0571,Rock,Achondrite,Ureilite,Ureilite,URE,URE
MB-TXH-087-C-CCMB87,CCMB87,Y-74659,Q-type,0.1612,MB-TXH-087-C,-0.5161,0.1143,-0.0733,-0.1401,0.0672,Rock,Achondrite,Ureilite,Ureilite,URE,URE
MB-TXH-088-C1MB88,C1MB88,LEW 87009,indeterminate,0.0942,MB-TXH-088,-1.2083,0.2276,0.2139,-0.0460,0.0409,Rock,Carbonaceous Chondrite,CK6,CK6,CV-CK,CC
MB-TXH-088-NCMB88,NCMB88,LEW 87009,indeterminate,0.0941,MB-TXH-088,-1.2093,0.2278,0.2138,-0.0450,0.0399,Rock,Carbonaceous Chondrite,CK6,CK6,CV-CK,CC
MB-TXH-089-A-CAMB89,CAMB89,Bison,K-type__Xe-type,0.1245,MB-TXH-089-A,-0.1025,-0.1014,0.0309,-0.1193,0.0338,Rock,Ordinary Chondrite,LL6,LL6,H-L-LL,OC
MB-TXH-089-B-CBMB89,CBMB89,Bison,K-type__Xe-type,0.0496,MB-TXH-089-B,-0.3681,-0.0309,-0.0193,-0.0875,-0.0221,Rock,Ordinary Chondrite,LL6,LL6,H-L-LL,OC
MB-TXH-090-A-CAMB90,CAMB90,Dhurmsala,Sr-type,0.1147,MB-TXH-090-A,-0.3268,0.2993,0.2725,-0.1352,0.0806,Rock,Ordinary Chondrite,LL6,LL6,H-L-LL,OC
MB-TXH-090-B-CBMB90,CBMB90,Dhurmsala,O-type__Q-type,0.0761,MB-TXH-090-B,-0.4301,0.5112,0.3731,-0.1540,0.0253,Rock,Ordinary Chondrite,LL6,LL6,H-L-LL,OC
MB-TXH-091-A-CAMB91,CAMB91,Nas,Q-type,0.1032,MB-TXH-091-A,-1.2223,0.5204,0.2330,-0.0015,0.0213,Rock,Ordinary Chondrite,LL6,L4,H-L-LL,OC
MB-TXH-091-B-CBMB91,CBMB91,Nas,O-type__Q-type,0.0407,MB-TXH-091-B,-1.5404,0.7685,0.2625,-0.0568,0.0430,Rock,Ordinary Chondrite,LL6,L4,H-L-LL,OC
MB-TXH-092-C1MB92,C1MB92,EET 87507,K-type__Xe-type,-0.0488,MB-TXH-092,-0.6773,0.0477,0.0101,-0.1541,0.0496,Rock,Carbonaceous Chondrite,CK5,CK5,CV-CK,CC
MB-TXH-092-LMMB92,LMMB92,EET 87507,K-type__Xe-type,-0.0499,MB-TXH-092,-0.6226,0.0172,0.0020,-0.1485,0.0159,Rock,Carbonaceous Chondrite,CK5,CK5,CV-CK,CC
MB-TXH-092-NCMB92,NCMB92,EET 87507,K-type__Xe-type,-0.0496,MB-TXH-092,-0.7024,0.0596,0.0050,-0.1453,0.0488,Rock,Carbonaceous Chondrite,CK5,CK5,CV-CK,CC
MB-TXH-093-C1MB93,C1MB93,Y-791717,L-type__Xe-type,0.0457,MB-TXH-093,0.2529,-0.1967,0.1660,-0.2210,0.0638,Rock,Carbonaceous Chondrite,CO3,CO3.3,CM-CO,CC
MB-TXH-094-C1MB94,C1MB94,Y-793575,D-type__A-type,0.4023,MB-TXH-094,-0.1226,-0.1375,0.5450,-0.1438,0.1336,Rock,Achondrite,Carlisle Lakes Type,R3.8,R,R
MB-TXH-095-A-CAMB95,CAMB95,Johnstown,V-type,0.0359,MB-TXH-095-A,-0.5049,0.7414,-0.2161,-0.1147,0.1666,Rock,Achondrite,Basaltic HED Diogenite,Diogenite,HED,HED
MB-TXH-095-A-LAMB95A,LAMB95A,Johnstown,V-type,0.0360,MB-TXH-095-A,-0.5050,0.7415,-0.2162,-0.1148,0.1664,Rock,Achondrite,Basaltic HED Diogenite,Diogenite,HED,HED
MB-TXH-095-B-CBMB95,CBMB95,Johnstown,V-type,0.0204,MB-TXH-095-B,-0.7813,1.3573,-0.3610,-0.2522,0.1917,Rock,Achondrite,Basaltic HED Diogenite,Diogenite,HED,HED
MB-TXH-096-A-CAMB96,CAMB96,Padvarninkai,Sr-type,0.1831,MB-TXH-096-A,-0.0866,0.2068,0.0029,0.0702,-0.0178,Rock,Achondrite,Basaltic HED Eucrite Impact Melt,Eucrite-mmict,HED,HED
MB-TXH-096-B-CBMB96,CBMB96,Padvarninkai,Sr-type,0.1225,MB-TXH-096-B,-0.1482,0.2101,-0.0136,0.0818,-0.0398,Rock,Achondrite,Basaltic HED Eucrite Impact Melt,Eucrite-mmict,HED,HED
MB-TXH-096-C-CCMB96,CCMB96,Padvarninkai,V-type,0.0578,MB-TXH-096-C,-0.0458,0.7942,0.0739,0.1813,-0.0399,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-096-D-CDMB96,CDMB96,Padvarninkai,V-type,0.0078,MB-TXH-096-D,0.1650,1.1551,0.1553,0.2846,-0.1382,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-097-A-CAMB97,CAMB97,Stannern,V-type,0.0997,MB-TXH-097-A,0.2397,0.6061,0.0217,0.1736,-0.0706,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-097-B-CBMB97,CBMB97,Stannern,V-type,0.0550,MB-TXH-097-B,0.7982,1.0533,0.1273,0.3698,-0.1964,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-mmict,HED,HED
MB-TXH-098-C1MB98,C1MB98,Kaidun,Xk-type__Xc-type__Xe-type__C-type__Ch-type__Xn-type,0.1442,MB-TXH-098,-0.0742,-0.2192,-0.0904,-0.1001,0.0126,Rock,Carbonaceous Chondrite,CM or CR,CR2,CR,CC
MB-TXH-098-C2MB98,C2MB98,Kaidun,Xk-type__Xc-type__Xe-type__C-type__Ch-type__Xn-type,0.0512,MB-TXH-098,-0.1210,-0.1988,-0.0769,-0.0983,0.0216,Rock,Carbonaceous Chondrite,CM or CR,CR2,CR,CC
MB-TXH-098-NAMB98,NAMB98,Kaidun,Cgh-type__Cg-type__Xk-type__Xn-type,0.1288,MB-TXH-098,-0.2750,-0.1237,-0.1086,-0.0545,0.0384,Rock,Carbonaceous Chondrite,CM or CR,CR2,CR,CC
MB-TXH-098-NBMB98,NBMB98,Kaidun,Cgh-type__Cg-type__Xk-type__Xn-type,0.0413,MB-TXH-098,-0.3173,-0.1033,-0.0952,-0.0566,0.0577,Rock,Carbonaceous Chondrite,CM or CR,CR2,CR,CC
MB-TXH-099-CDMB99,CDMB99,ALH 85001,V-type,-0.0339,MB-TXH-099,-0.3009,0.7552,-0.1723,0.0222,0.0389,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-Mg rich,HED,HED
MB-TXH-099-CWMB99,CWMB99,ALH 85001,V-type,-0.0045,MB-TXH-099,-0.1313,0.5940,-0.1307,0.0534,0.0589,Rock,Achondrite,Basaltic HED Eucrite,Eucrite-Mg rich,HED,HED
MC-RPB-001-C1MC01,C1MC01,ALH 83100,K-type__Xe-type,0.1062,MC-RPB-001,-0.3519,-0.1019,-0.0184,0.0202,0.0594,Rock,Carbonaceous Chondrite,CM2,CM1/2,CM-CO,CC
MC-RPB-001-NAMC01,NAMC01,ALH 83100,Cgh-type__Xk-type__Xn-type,0.1061,MC-RPB-001,-0.7221,0.0738,-0.0831,0.0501,0.1167,Rock,Carbonaceous Chondrite,CM2,CM1/2,CM-CO,CC
MC-RPB-002-C1MC02,C1MC02,LEW 90500,Xk-type__Xc-type__Xe-type__C-type__Ch-type__Xn-type,0.1035,MC-RPB-002,-0.2589,-0.1460,-0.1100,-0.0349,-0.0066,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
MC-RPB-002-NAMC02,NAMC02,LEW 90500,Cgh-type__Cg-type__Xk-type__Xn-type,0.1109,MC-RPB-002,-0.5962,0.0173,-0.1580,-0.0271,0.0217,Rock,Carbonaceous Chondrite,CM2,CM2,CM-CO,CC
MC-RPB-003-C1MC03,C1MC03,EET 92002,B-type,-0.1522,MC-RPB-003,-1.0897,0.1688,-0.0492,-0.0730,0.0027,Rock,Carbonaceous Chondrite,CK4,CK5,CV-CK,CC
MC-RPB-003-NAMC03,NAMC03,EET 92002,B-type,-0.1440,MC-RPB-003,-1.0965,0.1808,-0.0739,-0.1001,-0.0247,Rock,Carbonaceous Chondrite,CK4,CK5,CV-CK,CC
MC-RPB-004-C1MC04,C1MC04,ALH 83108,K-type__Xe-type,-0.1044,MC-RPB-004,-0.3370,0.0107,0.0557,-0.1554,0.0043,Rock,Carbonaceous Chondrite,CO3,CO3.5,CM-CO,CC
MC-RPB-004-NAMC04,NAMC04,ALH 83108,K-type__Xe-type,-0.0913,MC-RPB-004,-0.3953,0.0366,0.0302,-0.1808,-0.0014,Rock,Carbonaceous Chondrite,CO3,CO3.5,CM-CO,CC
MC-RPB-005-C1MC05,C1MC05,ALH 84028,Sq-type,-0.0617,MC-RPB-005,-0.1902,-0.0011,-0.0654,0.0217,-0.0111,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
MC-RPB-005-NAMC05,NAMC05,ALH 84028,Sq-type,-0.0596,MC-RPB-005,-0.1964,0.0064,-0.0751,0.0171,-0.0265,Rock,Carbonaceous Chondrite,CV3,CV3,CV-CK,CC
MC-RPB-006-C1MC06,C1MC06,PCA 82506,Q-type,-0.0341,MC-RPB-006,-0.9152,0.5015,-0.0889,-0.1284,0.0742,Rock,Achondrite,Ureilite,Ureilite,URE,URE
MC-RPB-006-NAMC06,NAMC06,PCA 82506,Q-type,-0.0296,MC-RPB-006,-0.9554,0.5384,-0.0882,-0.1442,0.0987,Rock,Achondrite,Ureilite,Ureilite,URE,URE
MF-JBA-001-CLS160,CLS160,Feni Meteorite,X-type__Xk-type__Xe-type__C-type__Xn-type,0.3666,MF-JBA-001,-0.2711,-0.1140,-0.1886,0.0430,-0.0281,Rock,Iron,,,unk,unk
MF-JBA-001-CLS161,CLS161,Feni Meteorite,X-type__Xk-type__Xe-type__C-type__Xn-type,0.3443,MF-JBA-001,-0.2087,-0.1352,-0.1781,0.0587,-0.0247,Rock,Iron,,,unk,unk
MF-JBA-001-CLS324,CLS324,Feni Meteorite,X-type__Xk-type__Xe-type__C-type__Xn-type,0.3671,MF-JBA-001,-0.2780,-0.1130,-0.1883,0.0440,-0.0277,Rock,Iron,,,unk,unk
MF-JBA-001-CLS330,CLS330,Feni Meteorite,X-type__Xk-type__Xe-type__C-type__Xn-type,0.3432,MF-JBA-001,-0.2124,-0.1336,-0.1797,0.0597,-0.0248,Rock,Iron,,,unk,unk
